,149.0,149.5,150.0,150.5,151.0,151.5,152.0,152.5,153.0,153.5,154.0,154.5,155.0,155.5,156.0,156.5,157.0,157.5,158.0,158.5,159.0,159.5,160.0,160.5,161.0,161.5,162.0,162.5,163.0,163.5,164.0,164.5,165.0,165.5,166.0,166.5,167.0,167.5,168.0,168.5,169.0,169.5,170.0,170.5,171.0,171.5,172.0,172.5,173.0,173.5,174.0,174.5,175.0,175.5,176.0,176.5,177.0,177.5,178.0,178.5,179.0,179.5,180.0,180.5,181.0,181.5,182.0,182.5,183.0,183.5,184.0,184.5,185.0,185.5,186.0,186.5,187.0,187.5,188.0,188.5,189.0,189.5,190.0,190.5,191.0,191.5,192.0,192.5,193.0,193.5,194.0,194.5,195.0,195.5,196.0,196.5,197.0,197.5,198.0,198.5,199.0,199.5,200.0,200.5,201.0,201.5,202.0,202.5,203.0,203.5,204.0,204.5,205.0,205.5,206.0,206.5,207.0,207.5,208.0,208.5,209.0,209.5,210.0,210.5,211.0,211.5,212.0,212.5,213.0,213.5,214.0,214.5,215.0,215.5,216.0,216.5,217.0,217.5,218.0,218.5,219.0,219.5,220.0,220.5,221.0,221.5,222.0,222.5,223.0,223.5,224.0,224.5,225.0,225.5,226.0,226.5,227.0,227.5,228.0,228.5,229.0,229.5,230.0,230.5,231.0,231.5,232.0,232.5,233.0,233.5,234.0,234.5,235.0,235.5,236.0,236.5,237.0,237.5,238.0,238.5,239.0,239.5,240.0,240.5,241.0,241.5,242.0,242.5,243.0,243.5,244.0,244.5,245.0,245.5,246.0,246.5,247.0,247.5,248.0,248.5,249.0,249.5,250.0,250.5,251.0,251.5,252.0,252.5,253.0,253.5,254.0,254.5,255.0,255.5,256.0,256.5,257.0,257.5,258.0,258.5,259.0,259.5,260.0,260.5,261.0,261.5,262.0,262.5,263.0,263.5,264.0,264.5
2016-08-24 13:51:42.912145,13,131,13,109,13,58,0,0,0,0,13,99,0,0,156,48,13,140,2,88,2,87,2,91,2,88,0,2,0,12,0,0,0,0,1,27,0,0,1,26,0,0,1,27,0,0,1,27,0,0,1,41,0,0,0,0,0,0,1,233,0,0,1,233,0,0,1,234,0,0,1,233,0,0,2,3,0,0,1,233,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,93,0,0,0,92,0,0,0,91,0,0,1,20,0,0,1,156,0,0,0,5,0,0,0,1,0,0,0,4,0,0,0,10,0,0,2,200,0,0,0,98,0,0,0,97,0,0,0,96,0,0,1,20,0,0,13,27,255,255,255,255,0,128,86,97,0,0,0,99,0,8,203,232,0,0,31,235,0,128,248,184,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,218,245,218,228,218,229,216,246
